번호,시도,시군구,품목,부부 가족 경영규모,평균투자비(3년합계),연간운영비/년(운영),평균수입/년(부부인건비 포함),평균농지가격(3.3㎡)
374,제주특별자치도,서귀포시,서류 > 감자 > 가을감자,1000(㎡),4200000(원),1400000(원),1290000(원),1000(원)/100000(원)
375,경상남도,함양군,과실류 > 곶감 > 곶감(일반),7800(㎡),4500000(원),4500000(원),38000000(원),60000(원)/100000(원)
376,경상남도,함양군,과실류 > 블루베리 > 블루베리(일반),3400(㎡),7000000(원),7000000(원),14600000(원),60000(원)/100000(원)
377,경상남도,함양군,조미채소류 > 양파 > 양파(일반),8900(㎡),30000000(원),30000000(원),41600000(원),60000(원)/100000(원)
378,경상남도,함양군,과일과채류 > 딸기 > 딸기(시설딸기),4400(㎡),10000000(원),10000000(원),71000000(원),60000(원)/100000(원)
379,경상남도,하동군,과실류 > 단감 > 대봉감,10000(㎡),10000000(원),6000000(원),19000000(원),1400(원)/125000(원)
380,경상남도,하동군,과실류 > 매실 > 매실(일반),10000(㎡),10000000(원),8000000(원),15000000(원),1400(원)/125000(원)
381,경상남도,하동군,산채류 > 취나물 > 취나물(일반),7000(㎡),100000000(원),12600000(원),19500000(원),1400(원)/125000(원)
382,경상남도,하동군,과일과채류 > 딸기 > 딸기(기타),5000(㎡),100000000(원),50000000(원),40000000(원),1400(원)/125000(원)
383,경상남도,통영시,서류 > 고구마 > 고구마,2640(㎡),2020000(원),2450000(원),7000000(원),5000(원)/100000(원)
384,경상남도,통영시,조미채소류 > 마늘 > 마늘,1380(㎡),1500000(원),2000000(원),5100000(원),5000(원)/100000(원)
385,경상남도,통영시,엽경채류 > 시금치 > 시금치(일반),1300(㎡),550000(원),800000(원),3100000(원),5000(원)/100000(원)
386,경상남도,창원시,근채류 > 당근 > 당근(일반),3300(㎡),25000000(원),5000000(원),35000000(원),1000(원)/200000(원)
387,경상남도,창원시,과일과채류 > 수박 > 수박(일반),3300(㎡),30000000(원),5000000(원),40000000(원),1000(원)/200000(원)
388,경상남도,창원시,과실류 > 단감 > 감(기타),3300(㎡),15000000(원),3000000(원),20000000(원),1000(원)/200000(원)
389,경상남도,창녕군,조미채소류 > 풋고추 > 청초(일반),1320(㎡),40000000(원),10000000(원),25000000(원),2000(원)/200000(원)
390,경상남도,창녕군,과채류 > 오이 > 오이,1320(㎡),40000000(원),5000000(원),20000000(원),2000(원)/200000(원)
391,경상남도,창녕군,엽경채류 > 상추 > 청상추,660(㎡),24000000(원),3000000(원),18000000(원),2000(원)/200000(원)
392,경상남도,진주시,조미채소류 > 풋고추 > 청초(일반),4000(㎡),100000000(원),30000000(원),50000000(원),10000(원)/100000(원)
393,경상남도,진주시,과채류 > 호박 > 호박(기타),4000(㎡),100000000(원),30000000(원),40000000(원),10000(원)/100000(원)
394,경상남도,진주시,과일과채류 > 딸기 > 딸기(기타),4000(㎡),120000000(원),35000000(원),60000000(원),10000(원)/100000(원)
395,경상남도,산청군,산채류 > 고사리 > 생고사리,1650(㎡),10000000(원),10000000(원),8000000(원),1000(원)/100000(원)
396,경상남도,산청군,산채류 > 도라지 > 도라지(일반),3300(㎡),8000000(원),8000000(원),20000000(원),1000(원)/100000(원)
397,경상남도,산청군,과실류 > 곶감 > 곶감(일반),3000(㎡),10000000(원),10000000(원),40000000(원),1000(원)/100000(원)
398,경상남도,산청군,과일과채류 > 딸기 > 딸기(기타),4950(㎡),170000000(원),60000000(원),70000000(원),1500(원)/150000(원)
399,경상남도,사천시,과실류 > 단감 > 감(기타),5202(㎡),849000(원),1242000(원),2851000(원),2000(원)/300000(원)
400,경상남도,사천시,과실류 > 참다래(키위) > 참다래(키위)일반,4807(㎡),1730000(원),2160000(원),5014000(원),2000(원)/300000(원)
401,경상남도,사천시,과일과채류 > 토마토 > 토마토(일반),4381(㎡),16707000(원),20369000(원),40036000(원),2000(원)/300000(원)
402,경상남도,사천시,과일과채류 > 딸기 > 딸기(기타),2988(㎡),7180000(원),8858000(원),20897000(원),2000(원)/300000(원)
403,경상남도,밀양시,미곡류 > 쌀 > 일반미(쌀 일반),9559(㎡),0(원),15928000(원),21996000(원),3000(원)/250000(원)
404,경상남도,밀양시,과일과채류 > 딸기 > 딸기(기타),7024(㎡),0(원),19198000(원),30028000(원),3000(원)/250000(원)
405,경상남도,밀양시,과실류 > 사과 > 사과(기타),4254(㎡),0(원),27869000(원),30192000(원),3000(원)/250000(원)
406,경상남도,밀양시,조미채소류 > 풋고추 > 고추(시설),3993(㎡),0(원),67848000(원),55512000(원),3000(원)/250000(원)
407,경상남도,김해시,과일과채류 > 딸기 > 딸기(시설딸기),5940(㎡),52000000(원),33000000(원),90000000(원),2000(원)/350000(원)
408,경상남도,김해시,과일과채류 > 참외 > 참외(시설),3630(㎡),40000000(원),9000000(원),24000000(원),2000(원)/350000(원)
409,경상남도,고성군,과채류 > 호박 > 호박(시설),6000(㎡),150000000(원),32000000(원),80000000(원),2000(원)/100000(원)
410,경상남도,고성군,과일과채류 > 딸기 > 딸기(시설딸기),4000(㎡),150000000(원),40000000(원),90000000(원),2000(원)/100000(원)
411,경상남도,거창군,과일과채류 > 딸기 > 딸기(기타),3300(㎡),90000000(원),40000000(원),100000000(원),0(원)/130000(원)
412,경상남도,거창군,과실류 > 사과 > 사과(기타),6600(㎡),75000000(원),18000000(원),38000000(원),0(원)/75000(원)
413,경상남도,거제시,과실류 > 포도 > 포도(일반),2314(㎡),14000000(원),4000000(원),25000000(원),3000(원)/300000(원)
414,경상남도,거제시,선인장/다육식물류 > 알로에 > 알로에(일반),2000(㎡),5000000(원),1000000(원),10000000(원),3000(원)/300000(원)
415,경상남도,거제시,과실류 > 만감 > 한라봉,1984(㎡),30000000(원),6000000(원),25000000(원),3000(원)/300000(원)
416,경상남도,거제시,양채류 > 파프리카 > 파프리카(일반),3636(㎡),150000000(원),60000000(원),220000000(원),3000(원)/300000(원)
417,경상북도,포항시,버섯류 > 기타 > 버섯(기타),500(㎡),200000000(원),15000000(원),45000000(원),3000(원)/150000(원)
418,경상북도,포항시,과일과채류 > 딸기 > 딸기(기타),2400(㎡),300000000(원),25000000(원),65000000(원),3000(원)/150000(원)
419,경상북도,포항시,과실류 > 사과 > 사과(기타),20000(㎡),320000000(원),20000000(원),80000000(원),3000(원)/150000(원)
420,경상북도,청송군,조미채소류 > 홍고추 > 홍고추(일반),6600(㎡),200000000(원),30000000(원),50000000(원),30000(원)/60000(원)
421,경상북도,청송군,과실류 > 사과 > 후지,6600(㎡),300000000(원),50000000(원),100000000(원),30000(원)/60000(원)
422,경상북도,청도군,과일과채류 > 딸기 > 딸기(기타),5000(㎡),100000000(원),15000000(원),70000000(원),1000(원)/100000(원)
423,경상북도,청도군,엽경채류 > 미나리 > 미나리(일반),3000(㎡),9000000(원),3000000(원),40000000(원),1000(원)/100000(원)
424,경상북도,청도군,과실류 > 복숭아 > 털복숭아(일반),6000(㎡),10000000(원),3500000(원),40000000(원),1000(원)/100000(원)
425,경상북도,청도군,과실류 > 떫은감 > 반시,4000(㎡),9000000(원),3000000(원),30000000(원),1000(원)/100000(원)
426,경상북도,의성군,과실류 > 복숭아 > 털복숭아(일반),2500(㎡),9000000(원),3000000(원),13000000(원),1000(원)/40000(원)
427,경상북도,의성군,과실류 > 자두 > 자두(일반),3300(㎡),9000000(원),3000000(원),16000000(원),1000(원)/40000(원)
428,경상북도,의성군,과실류 > 사과 > 사과(기타),8000(㎡),12000000(원),16000000(원),42000000(원),1000(원)/40000(원)
429,경상북도,의성군,조미채소류 > 마늘 > 마늘,3600(㎡),10000000(원),7000000(원),15000000(원),1000(원)/40000(원)
430,경상북도,울진군,서류 > 감자 > 감자(기타),3000(㎡),4000000(원),8000000(원),8000000(원),15000(원)/50000(원)
431,경상북도,울진군,조미채소류 > 양파 > 양파(일반),3000(㎡),8000000(원),13000000(원),11000000(원),15000(원)/50000(원)
432,경상북도,울진군,조미채소류 > 풋고추 > 청초(일반),3000(㎡),6000000(원),10000000(원),12000000(원),15000(원)/50000(원)
433,경상북도,예천군,약용작물류 > 오미자 > 오미자(일반),9900(㎡),30000000(원),8000000(원),50000000(원),4000(원)/20000(원)
434,경상북도,예천군,조미채소류 > 풋고추 > 청초(일반),3300(㎡),150000000(원),10000000(원),40000000(원),4000(원)/20000(원)
435,경상북도,예천군,과일과채류 > 토마토 > 토마토(일반),6600(㎡),105000000(원),45000000(원),70000000(원),4000(원)/20000(원)
436,경상북도,예천군,과실류 > 사과 > 사과(기타),9900(㎡),60000000(원),15000000(원),40000000(원),4000(원)/20000(원)
437,경상북도,영천시,과실류 > 자두 > 자두(일반),5960(㎡),45000000(원),15000000(원),52000000(원),2000(원)/200000(원)
438,경상북도,영천시,과실류 > 사과 > 사과(기타),6500(㎡),40000000(원),15000000(원),45000000(원),2000(원)/200000(원)
439,경상북도,영천시,과실류 > 복숭아 > 털복숭아(일반),4960(㎡),20000000(원),15000000(원),25000000(원),2000(원)/200000(원)
440,경상북도,영천시,과실류 > 포도 > 포도(일반),5850(㎡),40000000(원),15000000(원),27000000(원),2000(원)/200000(원)
441,경상북도,영주시,과실류 > 복숭아 > 털복숭아(일반),5950(㎡),24000000(원),26000000(원),36000000(원),2000(원)/60000(원)
442,경상북도,영주시,과실류 > 포도 > 포도(일반),5950(㎡),22000000(원),26000000(원),34000000(원),2000(원)/60000(원)
443,경상북도,영주시,과실류 > 사과 > 사과(기타),6600(㎡),59000000(원),25000000(원),42000000(원),2000(원)/60000(원)
444,경상북도,영양군,과실류 > 사과 > 사과(기타),6000(㎡),50000000(원),7000000(원),50000000(원),1000(원)/100000(원)
445,경상북도,영양군,조미채소류 > 풋고추 > 청초(일반),3000(㎡),8100000(원),2500000(원),30000000(원),1000(원)/100000(원)
446,경상북도,영덕군,과실류 > 복숭아 > 털복숭아(일반),6600(㎡),20000000(원),12000000(원),40000000(원),15000(원)/100000(원)
447,경상북도,영덕군,엽경채류 > 시금치 > 시금치(일반),10000(㎡),50000000(원),20000000(원),159000000(원),15000(원)/100000(원)
448,경상북도,안동시,과일과채류 > 수박 > (반촉성)수박,14876(㎡),7375686(원),2458562(원),3783069(원),1000(원)/30000(원)
449,경상북도,안동시,과일과채류 > 수박 > 노지수박,16528(㎡),4467963(원),1489321(원),4532321(원),1000(원)/30000(원)
450,경상북도,안동시,과채류 > 호박 > 시설호박,14876(㎡),19934085(원),6644695(원),6827153(원),1000(원)/30000(원)
451,경상북도,안동시,과실류 > 사과 > 사과(기타),16528(㎡),6013026(원),2004342(원),3286938(원),1000(원)/30000(원)
452,경상북도,성주군,과실류 > 사과 > 사과(기타),6600(㎡),40000000(원),7000000(원),150000000(원),1700(원)/110000(원)
453,경상북도,성주군,버섯류 > 표고버섯 > 표고버섯(일반),3300(㎡),200000000(원),50000000(원),150000000(원),1700(원)/110000(원)
454,경상북도,성주군,엽경채류 > 상추 > 청상추,9900(㎡),180000000(원),60000000(원),120000000(원),1700(원)/110000(원)
455,경상북도,성주군,과일과채류 > 참외 > 참외(기타),12500(㎡),80000000(원),50000000(원),150000000(원),1700(원)/110000(원)
456,경상북도,상주시,기타 > 원예 > 원예,3000(㎡),50000000(원),20000000(원),70000000(원),2000(원)/80000(원)
457,경상북도,상주시,기타동물생산물 > 꿀벌 > 양봉꿀,100(㎡),30000000(원),20000000(원),40000000(원),2000(원)/80000(원)
458,경상북도,상주시,과실류 > 곶감 > 곶감(일반),300(㎡),200000000(원),50000000(원),50000000(원),2000(원)/80000(원)
459,경상북도,상주시,기타 > 과수 > 과수,12000(㎡),30000000(원),10000000(원),40000000(원),2000(원)/80000(원)
460,경상북도,봉화군,조미채소류 > 건고추 > 건고추(일반),5000(㎡),3500000(원),2800000(원),7500000(원),1500(원)/90000(원)
461,경상북도,봉화군,과일과채류 > 수박 > 노지수박,5000(㎡),5700000(원),5000000(원),12500000(원),1500(원)/90000(원)
462,경상북도,봉화군,과실류 > 사과 > 사과(기타),10000(㎡),60000000(원),13800000(원),32000000(원),1500(원)/90000(원)
463,경상북도,문경시,버섯류 > 표고버섯 > 표고버섯(일반),2000(㎡),40000000(원),15000000(원),45000000(원),2000(원)/70000(원)
464,경상북도,문경시,기타 > 시설하우스 > 시설채소,2000(㎡),40000000(원),10000000(원),40000000(원),2000(원)/70000(원)
465,경상북도,문경시,약용작물류 > 오미자 > 오미자(일반),6600(㎡),15000000(원),10000000(원),30000000(원),2000(원)/70000(원)
466,경상북도,문경시,과실류 > 사과 > 사과(기타),6600(㎡),25000000(원),13000000(원),40000000(원),2000(원)/70000(원)
467,경상북도,김천시,과일과채류 > 참외 > 참외(시설),2000(㎡),12300000(원),7000000(원),20000000(원),3300(원)/70000(원)
468,경상북도,김천시,과실류 > 복숭아 > 털복숭아(일반),5000(㎡),5100000(원),900000(원),25000000(원),3300(원)/70000(원)
469,경상북도,김천시,과실류 > 포도 > 포도(시설),3300(㎡),45000000(원),5000000(원),25000000(원),3300(원)/70000(원)
470,경상북도,김천시,과실류 > 자두 > 자두(일반),6600(㎡),3600000(원),600000(원),30000000(원),3300(원)/70000(원)
471,경상북도,군위군,조미채소류 > 마늘 > 마늘,66000(㎡),12000000(원),9000000(원),30000000(원),1000(원)/100000(원)
472,경상북도,군위군,과실류 > 자두 > 자두(일반),6600(㎡),10000000(원),7000000(원),20000000(원),1000(원)/100000(원)
473,경상북도,구미시,과실류 > 포도 > 노지포도,1000(㎡),67280000(원),22420000(원),33340000(원),2000(원)/10000(원)
474,경상북도,구미시,과실류 > 복숭아 > 털복숭아(일반),1000(㎡),41640000(원),13880000(원),45150000(원),2000(원)/10000(원)
475,경상북도,구미시,서류 > 고구마 > 고구마,1000(㎡),27150000(원),9050000(원),59640000(원),2000(원)/10000(원)
476,경상북도,구미시,과실류 > 사과 > 사과(기타),1000(㎡),38820000(원),12940000(원),86340000(원),2000(원)/10000(원)
477,경상북도,고령군,과일과채류 > 딸기 > 고설딸기,3960(㎡),200000000(원),8000000(원),80000000(원),2000(원)/120000(원)
478,경상북도,고령군,서류 > 감자 > 감자(기타),9900(㎡),0(원),9500000(원),12000000(원),2000(원)/120000(원)
479,경상북도,고령군,과일과채류 > 수박 > 수박(일반),9900(㎡),120000000(원),18000000(원),40000000(원),2000(원)/120000(원)
480,경상북도,고령군,과일과채류 > 딸기 > 딸기(기타),4950(㎡),100000000(원),15000000(원),60000000(원),2000(원)/120000(원)
481,경상북도,경주시,엽경채류 > 부추 > 일반부추,10000(㎡),130000000(원),55000000(원),60000000(원),1000(원)/100000(원)
482,경상북도,경주시,과실류 > 포도 > 포도(일반),4500(㎡),22000000(원),25000000(원),30000000(원),1000(원)/100000(원)
483,경상북도,경주시,과실류 > 만감 > 한라봉,3300(㎡),130000000(원),5000000(원),50000000(원),1000(원)/100000(원)
484,경상북도,경주시,과일과채류 > 토마토 > 토마토(시설),3300(㎡),90000000(원),30000000(원),30000000(원),1000(원)/100000(원)
485,전라남도,화순군,과실류 > 블루베리 > 블루베리(일반),4000(㎡),68940000(원),23000000(원),50000000(원),1000(원)/90000(원)
486,전라남도,화순군,과실류 > 복숭아 > 털복숭아(일반),10000(㎡),71580000(원),24000000(원),78000000(원),1000(원)/90000(원)
487,전라남도,화순군,과일과채류 > 방울토마토 > 방울토마토,3300(㎡),125928000(원),42000000(원),84000000(원),1000(원)/90000(원)
488,전라남도,화순군,과일과채류 > 딸기 > 딸기(기타),3300(㎡),157489000(원),53000000(원),99000000(원),1000(원)/90000(원)
489,전라남도,해남군,과채류 > 호박 > 밤호박,2000(㎡),30000000(원),8000000(원),15000000(원),2000(원)/30000(원)
490,전라남도,해남군,기타화훼 > 야생화 > 세발나물,8000(㎡),25000000(원),40000000(원),800000000(원),2000(원)/30000(원)
491,전라남도,해남군,과실류 > 무화과 > 무화과(일반),4000(㎡),40000000(원),20000000(원),40000000(원),2000(원)/30000(원)
492,전라남도,해남군,서류 > 고구마 > 고구마,33000(㎡),45000000(원),40000000(원),60000000(원),2000(원)/30000(원)
493,전라남도,함평군,생축(가축)류 > 한우 > 한우,70(㎡),150000000(원),35000000(원),55000000(원),2000(원)/45000(원)
494,전라남도,함평군,조미채소류 > 양파 > 양파(일반),2600(㎡),15000000(원),5100000(원),8800000(원),2000(원)/45000(원)
495,전라남도,함평군,과실류 > 무화과 > 무화과(일반),1320(㎡),390000000(원),3200000(원),16000000(원),2000(원)/45000(원)
496,전라남도,함평군,과채류 > 호박 > 단호박,2687(㎡),8300000(원),2800000(원),6800000(원),2000(원)/45000(원)
497,전라남도,진도군,약용작물류 > 구기자 > 구기자(일반),1000(㎡),10000000(원),3533000(원),10300000(원),500(원)/30000(원)
498,전라남도,진도군,약용작물류 > 울금 > 울금,3300(㎡),12000000(원),4000000(원),9800000(원),500(원)/30000(원)
499,전라남도,진도군,엽경채류 > 배추 > 배추,5000(㎡),13500000(원),4500000(원),10500000(원),500(원)/30000(원)
500,전라남도,진도군,조미채소류 > 대파 > 대파(일반),5000(㎡),10000000(원),6000000(원),15000000(원),500(원)/30000(원)
501,전라남도,장성군,과일과채류 > 토마토 > 토마토(일반),4400(㎡),96320000(원),60724000(원),52168000(원),1000(원)/50000(원)
502,전라남도,장성군,과일과채류 > 딸기 > 딸기(기타),3200(㎡),82000000(원),39900000(원),34220000(원),1000(원)/50000(원)
503,전라남도,장성군,과실류 > 포도 > 포도(일반),5400(㎡),16700000(원),9163000(원),24154200(원),1000(원)/50000(원)
504,전라남도,장성군,과실류 > 사과 > 사과(기타),8870(㎡),36200000(원),31484000(원),38220000(원),1000(원)/50000(원)
505,전라남도,영암군,과일과채류 > 메론 > 메론(기타),2000(㎡),40000000(원),10000000(원),13000000(원),1500(원)/40000(원)
506,전라남도,영암군,과실류 > 단감 > 대봉감,5000(㎡),40000000(원),10000000(원),15000000(원),1500(원)/40000(원)
507,전라남도,영암군,서류 > 고구마 > 고구마,20000(㎡),70000000(원),25000000(원),20000000(원),1500(원)/40000(원)
508,전라남도,영암군,과실류 > 무화과 > 무화과(일반),5000(㎡),40000000(원),10000000(원),30000000(원),1500(원)/40000(원)
509,전라남도,영광군,서류 > 고구마 > 고구마,1300(㎡),2616000(원),1387000(원),1866000(원),800(원)/45000(원)
510,전라남도,영광군,과실류 > 블루베리 > 블루베리(일반),3300(㎡),38863000(원),8642000(원),23860000(원),800(원)/45000(원)
511,전라남도,영광군,조미채소류 > 양파 > 양파(일반),6600(㎡),15237000(원),8072000(원),8541000(원),800(원)/45000(원)
512,전라남도,여수시,조미채소류 > 양파 > 조생양파,4000(㎡),4296210(원),2530000(원),5330120(원),1500(원)/150000(원)
513,전라남도,여수시,조미채소류 > 마늘 > 마늘,3000(㎡),7115760(원),3890000(원),3964760(원),1500(원)/150000(원)
514,전라남도,여수시,약용작물류 > 방풍 > 방풍(기타),1000(㎡),2473140(원),990000(원),3031000(원),1500(원)/150000(원)
515,전라남도,여수시,엽경채류 > 갓 > 갓(일반),3000(㎡),7065000(원),1230000(원),9250000(원),1500(원)/150000(원)
516,전라남도,신안군,엽경채류 > 시금치 > 시금치(일반),6400(㎡),6000000(원),4500000(원),13000000(원),1800(원)/50000(원)
517,전라남도,신안군,과실류 > 무화과 > 무화과(일반),6600(㎡),6000000(원),3000000(원),38000000(원),1800(원)/50000(원)
518,전라남도,신안군,조미채소류 > 풋고추 > 청초(일반),5000(㎡),8000000(원),4000000(원),15000000(원),1800(원)/50000(원)
519,전라남도,신안군,조미채소류 > 마늘 > 마늘,3300(㎡),9000000(원),3000000(원),15000000(원),1800(원)/50000(원)
520,전라남도,순천시,과실류 > 단감 > 감(기타),14000(㎡),29000000(원),13000000(원),36000000(원),1000(원)/70000(원)
521,전라남도,순천시,과실류 > 매실 > 매실(일반),20465(㎡),25000000(원),8500000(원),17070000(원),1000(원)/70000(원)
522,전라남도,순천시,과실류 > 복숭아 > 털복숭아(일반),16500(㎡),33000000(원),14000000(원),54000000(원),1000(원)/70000(원)
523,전라남도,순천시,과채류 > 오이 > 시설오이,3630(㎡),57000000(원),19000000(원),87980000(원),1000(원)/70000(원)
524,전라남도,무안군,서류 > 고구마 > 고구마,10000(㎡),11161000(원),11086000(원),25404000(원),1000(원)/30000(원)
525,전라남도,무안군,조미채소류 > 마늘 > 마늘,5000(㎡),11862000(원),16378000(원),28998000(원),1000(원)/30000(원)
526,전라남도,무안군,조미채소류 > 양파 > 양파(일반),10000(㎡),18220000(원),24441000(원),36189000(원),1000(원)/30000(원)
527,전라남도,무안군,미곡류 > 벼 > 일반계,20000(㎡),8535000(원),9497000(원),19063000(원),1000(원)/30000(원)
528,전라남도,담양군,과일과채류 > 토마토 > 토마토(일반),2280(㎡),103500000(원),20808000(원),54262000(원),2000(원)/120000(원)
529,전라남도,담양군,과일과채류 > 딸기 > 딸기(기타),2280(㎡),103500000(원),22780000(원),79237000(원),2000(원)/120000(원)
530,전라남도,나주시,과채류 > 호박 > 호박(시설),4000(㎡),140000000(원),50000000(원),40000000(원),1000(원)/100000(원)
531,전라남도,나주시,엽경채류 > 기타 > 쌈채소,2000(㎡),30000000(원),10000000(원),25000000(원),1000(원)/100000(원)
532,전라남도,나주시,과일과채류 > 메론 > 메론(기타),8000(㎡),200000000(원),70000000(원),50000000(원),1000(원)/100000(원)
533,전라남도,나주시,과일과채류 > 딸기 > 딸기(기타),2000(㎡),70000000(원),26000000(원),40000000(원),1000(원)/100000(원)
534,전라남도,구례군,과채류 > 호박 > 애호박,3300(㎡),150000000(원),30000000(원),100000000(원),27000(원)/150000(원)
535,전라남도,구례군,과채류 > 오이 > 오이,3300(㎡),150000000(원),50000000(원),100000000(원),27000(원)/150000(원)
536,전라남도,구례군,기타동물생산물 > 꿀벌 > 기타,80(㎡),35000000(원),25000000(원),70000000(원),27000(원)/150000(원)
537,전라남도,구례군,버섯류 > 표고버섯 > 표고버섯(일반),2310(㎡),140000000(원),1000000(원),45000000(원),27000(원)/150000(원)
538,전라남도,광양시,과일과채류 > 토마토 > 토마토(일반),6000(㎡),0(원),34000000(원),68748000(원),300(원)/45000(원)
539,전라남도,광양시,과채류 > 호박 > 애호박(시설),3960(㎡),0(원),30500000(원),50140000(원),300(원)/45000(원)
540,전라남도,고흥군,과일과채류 > 딸기 > 딸기(시설딸기),1650(㎡),800000000(원),15000000(원),25000000(원),1000(원)/50000(원)
541,전라남도,고흥군,조미채소류 > 마늘 > 마늘,6600(㎡),16000000(원),7000000(원),21000000(원),1000(원)/50000(원)
542,전라남도,고흥군,과채류 > 오이 > 시설오이,1980(㎡),75000000(원),20000000(원),35000000(원),1000(원)/50000(원)
543,전라남도,고흥군,과실류 > 유자 > 유자(일반),3300(㎡),15000000(원),5000000(원),24000000(원),1000(원)/50000(원)
544,전라남도,강진군,과일과채류 > 방울토마토 > 방울토마토,2000(㎡),100208000(원),14385000(원),40100000(원),700(원)/5000(원)
545,전라남도,강진군,약용작물류 > 인삼 > 인삼,10000(㎡),60169000(원),10530000(원),30536000(원),700(원)/5000(원)
546,전라남도,강진군,관엽식물류 > 장미 > 장미(일반),2000(㎡),100000000(원),20809000(원),50671000(원),700(원)/5000(원)
547,전라남도,강진군,과일과채류 > 딸기 > 딸기(기타),2000(㎡),7000000(원),12000000(원),40000000(원),700(원)/5000(원)
548,전라북도,진안군,약용작물류 > 오미자 > 오미자(일반),1000(㎡),6000000(원),1000000(원),7000000(원),30000(원)/90000(원)
549,전라북도,진안군,과실류 > 사과 > 사과(기타),5000(㎡),30000000(원),10000000(원),23000000(원),30000(원)/90000(원)
550,전라북도,진안군,조미채소류 > 풋고추 > 청초(일반),1000(㎡),2000000(원),900000(원),5000000(원),30000(원)/90000(원)
551,전라북도,진안군,약용작물류 > 인삼 > 인삼,3000(㎡),40000000(원),15000000(원),30000000(원),30000(원)/90000(원)
552,전라북도,정읍시,과실류 > 사과 > 사과(기타),10000(㎡),18000000(원),20000000(원),200000000(원),1000(원)/50000(원)
553,전라북도,정읍시,조미채소류 > 풋고추 > 고추(시설),3000(㎡),200000000(원),1500000(원),150000000(원),10000(원)/50000(원)
554,전라북도,정읍시,과실류 > 블루베리 > 블루베리(일반),1500(㎡),90000000(원),25000000(원),10000000(원),10000(원)/50000(원)
555,전라북도,정읍시,약용작물류 > 복분자 > 복분자(일반),1000(㎡),6000000(원),1500000(원),50000000(원),10000(원)/50000(원)
556,전라북도,장수군,과일과채류 > 토마토 > 토마토(일반),10000(㎡),500000000(원),8000000(원),300000000(원),2000(원)/10000(원)
557,전라북도,장수군,생축(가축)류 > 한우 > 한우,660(㎡),230000000(원),50000000(원),100000000(원),2000(원)/10000(원)
558,전라북도,장수군,약용작물류 > 오미자 > 오미자(일반),10000(㎡),70920000(원),3000000(원),20000000(원),2000(원)/10000(원)
